Station Name,State,Data Type,Value,Value_Type,Date
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,02/06/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.6,in,02/07/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,02/08/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.9,in,02/09/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.7,in,02/10/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,02/11/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,02/12/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,02/13/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,02/14/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,02/15/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,02/16/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,02/17/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,02/18/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.7,in,02/19/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.5,in,02/20/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,02/21/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,02/22/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,02/23/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,02/24/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,02/25/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,02/26/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,02/27/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,02/28/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,03/01/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/02/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,03/03/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,03/04/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.9,in,03/05/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,03/06/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,03/07/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,03/08/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/09/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,03/10/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/11/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/12/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/13/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/14/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/15/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/16/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/17/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,03/18/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.6,in,03/19/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,03/20/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/21/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,03/22/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/23/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,03/24/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/25/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/26/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,03/27/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/28/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,03/29/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,03/30/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,03/31/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,04/01/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,04/02/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,04/03/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,04/04/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,04/05/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,04/06/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,04/07/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,04/08/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,04/09/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,04/10/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,04/11/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,04/12/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,3.0,in,04/13/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,04/14/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,04/15/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,04/16/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,04/17/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.8,in,04/18/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,04/19/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.6,in,04/20/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.8,in,04/21/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,04/22/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,04/23/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,1.1,in,04/24/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.9,in,04/25/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,04/26/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,2.1,in,04/27/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,04/28/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,04/29/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,04/30/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/01/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,05/02/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/03/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/04/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,05/05/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,05/06/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/07/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,05/08/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,05/09/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/10/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,05/11/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/12/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/13/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/14/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/15/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,05/16/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,05/17/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,05/18/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,05/19/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,05/20/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/21/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,05/22/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/23/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/24/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/25/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,05/26/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,05/27/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,05/28/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/29/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/30/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,05/31/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/01/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/02/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/03/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/04/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/05/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/06/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,06/07/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/08/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.5,in,06/09/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,06/10/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,06/11/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,06/12/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,1.1,in,06/13/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/14/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,06/15/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,06/16/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/17/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/18/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/19/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/20/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/21/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/22/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/23/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/24/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/25/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/26/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,06/27/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,06/28/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/29/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,06/30/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/01/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,07/02/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/03/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/04/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/05/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/06/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/07/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/08/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,07/09/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,07/10/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/11/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/12/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/13/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/14/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,07/15/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/16/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/17/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,07/18/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/19/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,07/20/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/21/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/22/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/23/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/24/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,07/25/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,07/26/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.5,in,07/27/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,07/28/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/29/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,07/30/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/31/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/01/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/02/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/03/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/04/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/05/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/06/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/07/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/08/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/09/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/10/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/11/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/12/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/13/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/14/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/15/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/16/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/17/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/18/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/19/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/20/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/21/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/22/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/23/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/24/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/25/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/26/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/27/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/28/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/29/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/30/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/31/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/01/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/02/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/03/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/04/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/05/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/06/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/07/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/08/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/09/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/10/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/11/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/12/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,09/13/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,1.0,in,09/14/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.7,in,09/15/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,09/16/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,09/17/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,09/18/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.5,in,09/19/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.9,in,09/20/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.8,in,09/21/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,09/22/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,09/23/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,09/24/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,09/25/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,09/26/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/27/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,09/28/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/29/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,1.5,in,09/30/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.6,in,10/01/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,10/02/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,10/03/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,10/04/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,10/05/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/06/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/07/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,10/08/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/09/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,10/10/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/11/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/12/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,10/13/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,10/14/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,10/15/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/16/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/17/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/18/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,10/19/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,1.1,in,10/20/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,10/21/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,10/22/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/23/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/24/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/25/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/26/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/27/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/28/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/29/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/30/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/31/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.7,in,11/01/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.5,in,11/02/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.5,in,11/03/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.8,in,11/04/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/05/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,11/06/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/07/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,11/08/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/09/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/10/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,11/11/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,11/12/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/13/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/14/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,11/15/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,11/16/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,11/17/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/18/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,11/19/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.6,in,11/20/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,11/21/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/22/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/23/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.6,in,11/24/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/25/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/26/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.6,in,11/27/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/28/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/29/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,11/30/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,12/01/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,12/02/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,12/03/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/04/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/05/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/06/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,12/07/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/08/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/09/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/10/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,12/11/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/12/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/13/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/14/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,12/15/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/16/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,12/17/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,12/18/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,12/19/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/20/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/21/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,12/22/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/23/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,12/24/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,12/25/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,12/26/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,12/27/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,12/28/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,12/29/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/30/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/31/2017
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,01/01/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,01/02/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,01/03/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,01/04/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,01/05/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,01/06/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,01/07/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,01/08/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,01/09/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,01/10/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.9,in,01/11/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,01/12/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,01/13/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,01/14/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,01/15/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,01/16/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,01/17/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,01/18/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,01/19/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,01/20/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,01/21/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.5,in,01/22/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,01/23/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,01/24/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,01/25/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,01/26/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.5,in,01/27/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.9,in,01/28/2018
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,01/29/2018
